content,score,at,case_folding,cleaning,tokenization,stopword_removal,stemming,clean_review,sentiment
Apa cuma sy yg nyari film apapun gak ketemu meski sudah pake code,1,2026-06-10 17:13:26,apa cuma sy yg nyari film apapun gak ketemu meski sudah pake code,apa cuma sy yg nyari film apapun gak ketemu meski sudah pake code,"['apa', 'cuma', 'sy', 'yg', 'nyari', 'film', 'apapun', 'gak', 'ketemu', 'meski', 'sudah', 'pake', 'code']","['sy', 'yg', 'nyari', 'film', 'apapun', 'gak', 'ketemu', 'pake', 'code']","['sy', 'yg', 'nyari', 'film', 'apa', 'gak', 'ketemu', 'pake', 'code']",sy yg nyari film apa gak ketemu pake code,Netral
masa mau daftar akun doang harus dipaksa bayar gitu?,1,2026-06-10 16:36:11,masa mau daftar akun doang harus dipaksa bayar gitu?,masa mau daftar akun doang harus dipaksa bayar gitu,"['masa', 'mau', 'daftar', 'akun', 'doang', 'harus', 'dipaksa', 'bayar', 'gitu']","['daftar', 'akun', 'doang', 'dipaksa', 'bayar', 'gitu']","['daftar', 'akun', 'doang', 'paksa', 'bayar', 'gitu']",daftar akun doang paksa bayar gitu,Netral
buruk bgt apl nya pekut ribet riweh sombong bgt,1,2026-06-10 13:36:01,buruk bgt apl nya pekut ribet riweh sombong bgt,buruk bgt apl nya pekut ribet riweh sombong bgt,"['buruk', 'bgt', 'apl', 'nya', 'pekut', 'ribet', 'riweh', 'sombong', 'bgt']","['buruk', 'bgt', 'apl', 'nya', 'pekut', 'ribet', 'riweh', 'sombong', 'bgt']","['buruk', 'bgt', 'apl', 'nya', 'pekut', 'ribet', 'riweh', 'sombong', 'bgt']",buruk bgt apl nya pekut ribet riweh sombong bgt,Netral
aplikasi apa ini bikin akun aja susah gak usah di donlod,1,2026-06-10 13:32:57,aplikasi apa ini bikin akun aja susah gak usah di donlod,aplikasi apa ini bikin akun aja susah gak usah di donlod,"['aplikasi', 'apa', 'ini', 'bikin', 'akun', 'aja', 'susah', 'gak', 'usah', 'di', 'donlod']","['aplikasi', 'bikin', 'akun', 'aja', 'susah', 'gak', 'donlod']","['aplikasi', 'bikin', 'akun', 'aja', 'susah', 'gak', 'donlod']",aplikasi bikin akun aja susah gak donlod,Netral
"Netflix bagus , tapi tolong dong anime one piece masa episode nya di rangkap sih dari 796 masa langsung ke 1089 mana 800 900 nya ? kalau nanti udah ada saya kasih bintang 5",3,2026-06-10 13:24:54,"netflix bagus , tapi tolong dong anime one piece masa episode nya di rangkap sih dari 796 masa langsung ke 1089 mana 800 900 nya ? kalau nanti udah ada saya kasih bintang 5",netflix bagus tapi tolong dong anime one piece masa episode nya di rangkap sih dari masa langsung ke mana nya kalau nanti udah ada saya kasih bintang,"['netflix', 'bagus', 'tapi', 'tolong', 'dong', 'anime', 'one', 'piece', 'masa', 'episode', 'nya', 'di', 'rangkap', 'sih', 'dari', 'masa', 'langsung', 'ke', 'mana', 'nya', 'kalau', 'nanti', 'udah', 'ada', 'saya', 'kasih', 'bintang']","['netflix', 'bagus', 'tolong', 'anime', 'one', 'piece', 'episode', 'nya', 'rangkap', 'sih', 'langsung', 'nya', 'udah', 'kasih', 'bintang']","['netflix', 'bagus', 'tolong', 'anime', 'one', 'piece', 'episode', 'nya', 'rangkap', 'sih', 'langsung', 'nya', 'udah', 'kasih', 'bintang']",netflix bagus tolong anime one piece episode nya rangkap sih langsung nya udah kasih bintang,Netral
"apk lol, udah dibayar videonya malah gabisa dibuka",1,2026-06-10 13:21:12,"apk lol, udah dibayar videonya malah gabisa dibuka",apk lol udah dibayar videonya malah gabisa dibuka,"['apk', 'lol', 'udah', 'dibayar', 'videonya', 'malah', 'gabisa', 'dibuka']","['apk', 'lol', 'udah', 'dibayar', 'videonya', 'gabisa', 'dibuka']","['apk', 'lol', 'udah', 'bayar', 'video', 'gabisa', 'buka']",apk lol udah bayar video gabisa buka,Positif
good to me netflix this so good,5,2026-06-10 11:58:18,good to me netflix this so good,good to me netflix this so good,"['good', 'to', 'me', 'netflix', 'this', 'so', 'good']","['good', 'to', 'me', 'netflix', 'this', 'so', 'good']","['good', 'to', 'me', 'netflix', 'this', 'so', 'good']",good to me netflix this so good,Positif
"tolong tambahkan dua subtitle, biar enak belajar bahasa Inggris",5,2026-06-10 11:36:37,"tolong tambahkan dua subtitle, biar enak belajar bahasa inggris",tolong tambahkan dua subtitle biar enak belajar bahasa inggris,"['tolong', 'tambahkan', 'dua', 'subtitle', 'biar', 'enak', 'belajar', 'bahasa', 'inggris']","['tolong', 'tambahkan', 'subtitle', 'biar', 'enak', 'belajar', 'bahasa', 'inggris']","['tolong', 'tambah', 'subtitle', 'biar', 'enak', 'ajar', 'bahasa', 'inggris']",tolong tambah subtitle biar enak ajar bahasa inggris,Netral
kenapa udah beberapa hari ini tidak mau dibuka. .,1,2026-06-10 11:06:15,kenapa udah beberapa hari ini tidak mau dibuka. .,kenapa udah beberapa hari ini tidak mau dibuka,"['kenapa', 'udah', 'beberapa', 'hari', 'ini', 'tidak', 'mau', 'dibuka']","['udah', 'dibuka']","['udah', 'buka']",udah buka,Netral
bagus harus cepat apdet,5,2026-06-10 09:34:17,bagus harus cepat apdet,bagus harus cepat apdet,"['bagus', 'harus', 'cepat', 'apdet']","['bagus', 'cepat', 'apdet']","['bagus', 'cepat', 'apdet']",bagus cepat apdet,Netral
"Netflix masih jadi platform streaming nomor satu buat saya. Pilihan film, series, dan dokumenternya sangat banyak dan bervariasi, apalagi koleksi film horor nya sangat lengkap🤩👍👍. Fitur rekomendasi filmnya juga akurat banget, selalu tahu apa yang lagi pengen saya tonton. Kualitas video sangat jernih (UHD) dan audionya mantap kalau ditonton pakai earphone atau sound system.",5,2026-06-10 09:29:50,"netflix masih jadi platform streaming nomor satu buat saya. pilihan film, series, dan dokumenternya sangat banyak dan bervariasi, apalagi koleksi film horor nya sangat lengkap🤩👍👍. fitur rekomendasi filmnya juga akurat banget, selalu tahu apa yang lagi pengen saya tonton. kualitas video sangat jernih (uhd) dan audionya mantap kalau ditonton pakai earphone atau sound system.",netflix masih jadi platform streaming nomor satu buat saya pilihan film series dan dokumenternya sangat banyak dan bervariasi apalagi koleksi film horor nya sangat lengkap fitur rekomendasi filmnya juga akurat banget selalu tahu apa yang lagi pengen saya tonton kualitas video sangat jernih uhd dan audionya mantap kalau ditonton pakai earphone atau sound system,"['netflix', 'masih', 'jadi', 'platform', 'streaming', 'nomor', 'satu', 'buat', 'saya', 'pilihan', 'film', 'series', 'dan', 'dokumenternya', 'sangat', 'banyak', 'dan', 'bervariasi', 'apalagi', 'koleksi', 'film', 'horor', 'nya', 'sangat', 'lengkap', 'fitur', 'rekomendasi', 'filmnya', 'juga', 'akurat', 'banget', 'selalu', 'tahu', 'apa', 'yang', 'lagi', 'pengen', 'saya', 'tonton', 'kualitas', 'video', 'sangat', 'jernih', 'uhd', 'dan', 'audionya', 'mantap', 'kalau', 'ditonton', 'pakai', 'earphone', 'atau', 'sound', 'system']","['netflix', 'platform', 'streaming', 'nomor', 'pilihan', 'film', 'series', 'dokumenternya', 'bervariasi', 'koleksi', 'film', 'horor', 'nya', 'lengkap', 'fitur', 'rekomendasi', 'filmnya', 'akurat', 'banget', 'pengen', 'tonton', 'kualitas', 'video', 'jernih', 'uhd', 'audionya', 'mantap', 'ditonton', 'pakai', 'earphone', 'sound', 'system']","['netflix', 'platform', 'streaming', 'nomor', 'pilih', 'film', 'series', 'dokumenter', 'variasi', 'koleksi', 'film', 'horor', 'nya', 'lengkap', 'fitur', 'rekomendasi', 'film', 'akurat', 'banget', 'ken', 'tonton', 'kualitas', 'video', 'jernih', 'uhd', 'audio', 'mantap', 'tonton', 'pakai', 'earphone', 'sound', 'system']",netflix platform streaming nomor pilih film series dokumenter variasi koleksi film horor nya lengkap fitur rekomendasi film akurat banget ken tonton kualitas video jernih uhd audio mantap tonton pakai earphone sound system,Positif
"huh, udah sering berlangganan tp sering error jg pas mau login. ini apk gmnsih byk bug nya.",1,2026-06-10 09:27:54,"huh, udah sering berlangganan tp sering error jg pas mau login. ini apk gmnsih byk bug nya.",huh udah sering berlangganan tp sering error jg pas mau login ini apk gmnsih byk bug nya,"['huh', 'udah', 'sering', 'berlangganan', 'tp', 'sering', 'error', 'jg', 'pas', 'mau', 'login', 'ini', 'apk', 'gmnsih', 'byk', 'bug', 'nya']","['huh', 'udah', 'berlangganan', 'tp', 'error', 'jg', 'pas', 'login', 'apk', 'gmnsih', 'byk', 'bug', 'nya']","['huh', 'udah', 'langgan', 'tp', 'error', 'jg', 'pas', 'login', 'apk', 'gmnsih', 'byk', 'bug', 'nya']",huh udah langgan tp error jg pas login apk gmnsih byk bug nya,Netral
"payah, sangat mengecewakan! rugi langganan!",1,2026-06-10 06:05:42,"payah, sangat mengecewakan! rugi langganan!",payah sangat mengecewakan rugi langganan,"['payah', 'sangat', 'mengecewakan', 'rugi', 'langganan']","['payah', 'mengecewakan', 'rugi', 'langganan']","['payah', 'kecewa', 'rugi', 'langgan']",payah kecewa rugi langgan,Netral
"netflix tiba² ga bisa sharing untuk saya yg sharing bersama keluarga dengan rumah yg berbeda jadi terbebani karena tidak bisa play film dengan divice yg berbeda, padahal sudah berlangganan yg perium 186rb dulu bisa kenapa sekarang tiba-tiba dirubah ya!? kalau begini ga ada lagi yg mau pakai netflix dan lebih baik nonton bajakan!!!",1,2026-06-10 05:33:37,"netflix tiba² ga bisa sharing untuk saya yg sharing bersama keluarga dengan rumah yg berbeda jadi terbebani karena tidak bisa play film dengan divice yg berbeda, padahal sudah berlangganan yg perium 186rb dulu bisa kenapa sekarang tiba-tiba dirubah ya!? kalau begini ga ada lagi yg mau pakai netflix dan lebih baik nonton bajakan!!!",netflix tiba ga bisa sharing untuk saya yg sharing bersama keluarga dengan rumah yg berbeda jadi terbebani karena tidak bisa play film dengan divice yg berbeda padahal sudah berlangganan yg perium rb dulu bisa kenapa sekarang tibatiba dirubah ya kalau begini ga ada lagi yg mau pakai netflix dan lebih baik nonton bajakan,"['netflix', 'tiba', 'ga', 'bisa', 'sharing', 'untuk', 'saya', 'yg', 'sharing', 'bersama', 'keluarga', 'dengan', 'rumah', 'yg', 'berbeda', 'jadi', 'terbebani', 'karena', 'tidak', 'bisa', 'play', 'film', 'dengan', 'divice', 'yg', 'berbeda', 'padahal', 'sudah', 'berlangganan', 'yg', 'perium', 'rb', 'dulu', 'bisa', 'kenapa', 'sekarang', 'tibatiba', 'dirubah', 'ya', 'kalau', 'begini', 'ga', 'ada', 'lagi', 'yg', 'mau', 'pakai', 'netflix', 'dan', 'lebih', 'baik', 'nonton', 'bajakan']","['netflix', 'ga', 'sharing', 'yg', 'sharing', 'keluarga', 'rumah', 'yg', 'berbeda', 'terbebani', 'play', 'film', 'divice', 'yg', 'berbeda', 'berlangganan', 'yg', 'perium', 'rb', 'tibatiba', 'dirubah', 'ya', 'ga', 'yg', 'pakai', 'netflix', 'nonton', 'bajakan']","['netflix', 'ga', 'sharing', 'yg', 'sharing', 'keluarga', 'rumah', 'yg', 'beda', 'beban', 'play', 'film', 'divice', 'yg', 'beda', 'langgan', 'yg', 'perium', 'rb', 'tibatiba', 'rubah', 'ya', 'ga', 'yg', 'pakai', 'netflix', 'nonton', 'baja']",netflix ga sharing yg sharing keluarga rumah yg beda beban play film divice yg beda langgan yg perium rb tibatiba rubah ya ga yg pakai netflix nonton baja,Netral
gampang,5,2026-06-10 00:47:18,gampang,gampang,['gampang'],['gampang'],['gampang'],gampang,Netral
"tidak bisa nonton, padahal beli paket untuk 5, satu minggu lancar lancar aja, masuk minggu kedua tidak bisa digunakan sama sekali. kecewa banget sama netflix",1,2026-06-09 22:50:50,"tidak bisa nonton, padahal beli paket untuk 5, satu minggu lancar lancar aja, masuk minggu kedua tidak bisa digunakan sama sekali. kecewa banget sama netflix",tidak bisa nonton padahal beli paket untuk satu minggu lancar lancar aja masuk minggu kedua tidak bisa digunakan sama sekali kecewa banget sama netflix,"['tidak', 'bisa', 'nonton', 'padahal', 'beli', 'paket', 'untuk', 'satu', 'minggu', 'lancar', 'lancar', 'aja', 'masuk', 'minggu', 'kedua', 'tidak', 'bisa', 'digunakan', 'sama', 'sekali', 'kecewa', 'banget', 'sama', 'netflix']","['nonton', 'beli', 'paket', 'minggu', 'lancar', 'lancar', 'aja', 'masuk', 'minggu', 'kecewa', 'banget', 'netflix']","['nonton', 'beli', 'paket', 'minggu', 'lancar', 'lancar', 'aja', 'masuk', 'minggu', 'kecewa', 'banget', 'netflix']",nonton beli paket minggu lancar lancar aja masuk minggu kecewa banget netflix,Netral
nggak bagus tadi aku tulis namaku sudah itu merah,1,2026-06-09 22:48:24,nggak bagus tadi aku tulis namaku sudah itu merah,nggak bagus tadi aku tulis namaku sudah itu merah,"['nggak', 'bagus', 'tadi', 'aku', 'tulis', 'namaku', 'sudah', 'itu', 'merah']","['nggak', 'bagus', 'tulis', 'namaku', 'merah']","['nggak', 'bagus', 'tulis', 'nama', 'merah']",nggak bagus tulis nama merah,Netral
"aplikasinya bagus bisa nonton banyak film bagus pengalaman nonton disini bagus tombol navigasi saat nonton juga bagus. cuma untuk merating suatu film atau series sebaiknya ditambahkan pilihan rating yang lebih banyak karena untuk merating suatu film hanya ada tiga pilihan yaitu: bukan untuk saya, saya suka ini, dan amat sangat suka. yang membuat sulit untuk merating film",5,2026-06-09 21:02:51,"aplikasinya bagus bisa nonton banyak film bagus pengalaman nonton disini bagus tombol navigasi saat nonton juga bagus. cuma untuk merating suatu film atau series sebaiknya ditambahkan pilihan rating yang lebih banyak karena untuk merating suatu film hanya ada tiga pilihan yaitu: bukan untuk saya, saya suka ini, dan amat sangat suka. yang membuat sulit untuk merating film",aplikasinya bagus bisa nonton banyak film bagus pengalaman nonton disini bagus tombol navigasi saat nonton juga bagus cuma untuk merating suatu film atau series sebaiknya ditambahkan pilihan rating yang lebih banyak karena untuk merating suatu film hanya ada tiga pilihan yaitu bukan untuk saya saya suka ini dan amat sangat suka yang membuat sulit untuk merating film,"['aplikasinya', 'bagus', 'bisa', 'nonton', 'banyak', 'film', 'bagus', 'pengalaman', 'nonton', 'disini', 'bagus', 'tombol', 'navigasi', 'saat', 'nonton', 'juga', 'bagus', 'cuma', 'untuk', 'merating', 'suatu', 'film', 'atau', 'series', 'sebaiknya', 'ditambahkan', 'pilihan', 'rating', 'yang', 'lebih', 'banyak', 'karena', 'untuk', 'merating', 'suatu', 'film', 'hanya', 'ada', 'tiga', 'pilihan', 'yaitu', 'bukan', 'untuk', 'saya', 'saya', 'suka', 'ini', 'dan', 'amat', 'sangat', 'suka', 'yang', 'membuat', 'sulit', 'untuk', 'merating', 'film']","['aplikasinya', 'bagus', 'nonton', 'film', 'bagus', 'pengalaman', 'nonton', 'bagus', 'tombol', 'navigasi', 'nonton', 'bagus', 'merating', 'film', 'series', 'pilihan', 'rating', 'merating', 'film', 'pilihan', 'suka', 'suka', 'sulit', 'merating', 'film']","['aplikasi', 'bagus', 'nonton', 'film', 'bagus', 'alam', 'nonton', 'bagus', 'tombol', 'navigasi', 'nonton', 'bagus', 'merating', 'film', 'series', 'pilih', 'rating', 'merating', 'film', 'pilih', 'suka', 'suka', 'sulit', 'merating', 'film']",aplikasi bagus nonton film bagus alam nonton bagus tombol navigasi nonton bagus merating film series pilih rating merating film pilih suka suka sulit merating film,Netral
aplikasi lelet banyak stuck,1,2026-06-09 20:44:30,aplikasi lelet banyak stuck,aplikasi lelet banyak stuck,"['aplikasi', 'lelet', 'banyak', 'stuck']","['aplikasi', 'lelet', 'stuck']","['aplikasi', 'lelet', 'stuck']",aplikasi lelet stuck,Netral
selalu terjadi kesalahan saat log-in akun padahal sudah benar,3,2026-06-09 19:34:35,selalu terjadi kesalahan saat log-in akun padahal sudah benar,selalu terjadi kesalahan saat login akun padahal sudah benar,"['selalu', 'terjadi', 'kesalahan', 'saat', 'login', 'akun', 'padahal', 'sudah', 'benar']","['kesalahan', 'login', 'akun']","['salah', 'login', 'akun']",salah login akun,Netral
baru daftar langsung disuruh bayar,1,2026-06-09 18:14:15,baru daftar langsung disuruh bayar,baru daftar langsung disuruh bayar,"['baru', 'daftar', 'langsung', 'disuruh', 'bayar']","['daftar', 'langsung', 'disuruh', 'bayar']","['daftar', 'langsung', 'suruh', 'bayar']",daftar langsung suruh bayar,Netral
terjadi kesalahan tok,1,2026-06-09 16:35:29,terjadi kesalahan tok,terjadi kesalahan tok,"['terjadi', 'kesalahan', 'tok']","['kesalahan', 'tok']","['salah', 'tok']",salah tok,Netral
"film filmnya jelek hanya itu itu saja, membosankan jarang ada film box office, variasi film banyak film drama/action tv jadul",1,2026-06-09 13:35:37,"film filmnya jelek hanya itu itu saja, membosankan jarang ada film box office, variasi film banyak film drama/action tv jadul",film filmnya jelek hanya itu itu saja membosankan jarang ada film box office variasi film banyak film dramaaction tv jadul,"['film', 'filmnya', 'jelek', 'hanya', 'itu', 'itu', 'saja', 'membosankan', 'jarang', 'ada', 'film', 'box', 'office', 'variasi', 'film', 'banyak', 'film', 'dramaaction', 'tv', 'jadul']","['film', 'filmnya', 'jelek', 'membosankan', 'jarang', 'film', 'box', 'office', 'variasi', 'film', 'film', 'dramaaction', 'tv', 'jadul']","['film', 'film', 'jelek', 'bosan', 'jarang', 'film', 'box', 'office', 'variasi', 'film', 'film', 'dramaaction', 'tv', 'jadul']",film film jelek bosan jarang film box office variasi film film dramaaction tv jadul,Netral
kenapa tidak dapat dibuka sambil tlfnonan yaa ?,5,2026-06-09 13:20:36,kenapa tidak dapat dibuka sambil tlfnonan yaa ?,kenapa tidak dapat dibuka sambil tlfnonan yaa,"['kenapa', 'tidak', 'dapat', 'dibuka', 'sambil', 'tlfnonan', 'yaa']","['dibuka', 'tlfnonan', 'yaa']","['buka', 'tlfnonan', 'yaa']",buka tlfnonan yaa,Netral
sudah 3 hari tidak bisa memutar video jaringan bagus kecewa,3,2026-06-09 10:36:42,sudah 3 hari tidak bisa memutar video jaringan bagus kecewa,sudah hari tidak bisa memutar video jaringan bagus kecewa,"['sudah', 'hari', 'tidak', 'bisa', 'memutar', 'video', 'jaringan', 'bagus', 'kecewa']","['memutar', 'video', 'jaringan', 'bagus', 'kecewa']","['putar', 'video', 'jaring', 'bagus', 'kecewa']",putar video jaring bagus kecewa,Netral
"Sudah berlangganan cukup lama dan sejauh ini sangat puas. Pilihan film dan serialnya lengkap, kualitas streaming stabil, dan selalu ada konten baru yang menarik untuk ditonton. bagus dehh pokoknyaa",5,2026-06-09 10:34:48,"sudah berlangganan cukup lama dan sejauh ini sangat puas. pilihan film dan serialnya lengkap, kualitas streaming stabil, dan selalu ada konten baru yang menarik untuk ditonton. bagus dehh pokoknyaa",sudah berlangganan cukup lama dan sejauh ini sangat puas pilihan film dan serialnya lengkap kualitas streaming stabil dan selalu ada konten baru yang menarik untuk ditonton bagus dehh pokoknyaa,"['sudah', 'berlangganan', 'cukup', 'lama', 'dan', 'sejauh', 'ini', 'sangat', 'puas', 'pilihan', 'film', 'dan', 'serialnya', 'lengkap', 'kualitas', 'streaming', 'stabil', 'dan', 'selalu', 'ada', 'konten', 'baru', 'yang', 'menarik', 'untuk', 'ditonton', 'bagus', 'dehh', 'pokoknyaa']","['berlangganan', 'puas', 'pilihan', 'film', 'serialnya', 'lengkap', 'kualitas', 'streaming', 'stabil', 'konten', 'menarik', 'ditonton', 'bagus', 'dehh', 'pokoknyaa']","['langgan', 'puas', 'pilih', 'film', 'serial', 'lengkap', 'kualitas', 'streaming', 'stabil', 'konten', 'tarik', 'tonton', 'bagus', 'dehh', 'pokoknyaa']",langgan puas pilih film serial lengkap kualitas streaming stabil konten tarik tonton bagus dehh pokoknyaa,Netral
sumpah ya ngeselin kali udh bayar udh semuanya sekali mau masuk ribet kalii sihh buat emosi,1,2026-06-09 10:16:54,sumpah ya ngeselin kali udh bayar udh semuanya sekali mau masuk ribet kalii sihh buat emosi,sumpah ya ngeselin kali udh bayar udh semuanya sekali mau masuk ribet kalii sihh buat emosi,"['sumpah', 'ya', 'ngeselin', 'kali', 'udh', 'bayar', 'udh', 'semuanya', 'sekali', 'mau', 'masuk', 'ribet', 'kalii', 'sihh', 'buat', 'emosi']","['sumpah', 'ya', 'ngeselin', 'kali', 'udh', 'bayar', 'udh', 'masuk', 'ribet', 'kalii', 'sihh', 'emosi']","['sumpah', 'ya', 'ngeselin', 'kali', 'udh', 'bayar', 'udh', 'masuk', 'ribet', 'kali', 'sihh', 'emosi']",sumpah ya ngeselin kali udh bayar udh masuk ribet kali sihh emosi,Netral
